Local.Time.YYYY,Local.Time.MM,Local.Time.DD,Local.Time.HH24,Local.Time.MI,Precipitation.since.last.observation.in.mm,Wind.speed.in.km.h,Wind.direction.in.degrees.true,Temperature.in.Degrees.c,Relative.Humidity,Station.Number
2020,6,10,1,40,0.4,1.32290444301446,70.2558489833027,15.8955682341985,32.1587910393252,16096
2020,6,10,1,41,0.1,9.62873991665129,140.750576546649,14.8190876103748,49.7211843943106,16096
2020,6,10,1,42,0.3,12.8294196190046,253.635980368359,13.5550187456873,63.3578633452129,16096
2020,6,10,1,43,0.5,6.00468240923703,146.869413454318,16.2267584587319,64.974949446103,16096
2020,6,10,1,44,0.3,2.90851027395923,52.9890361838043,18.7394392995451,70.6956505075355,16096
2020,6,10,1,45,0.2,17.5195356925781,349.807986851316,10.907374433344,100.109285297629,16096
2020,6,10,1,46,0.4,5.80797143501751,275.578168768669,9.47255535996145,79.862940078603,16096
2020,6,10,1,47,0.1,5.88334606273759,210.930220826296,20.0698807472841,109.805606789881,16096
2020,6,10,1,48,0.1,11.1095072941738,202.421675577294,7.39173537821842,84.8779277652806,16096
2020,6,10,1,49,0.1,5.57076295648431,145.819796368014,12.2241397982935,94.8761848660306,16096
2020,6,10,1,50,0.1,10.2468164727568,175.834163072286,15.9903962896653,103.773749751664,16096
2020,6,10,1,51,0,4.04464646926774,221.607282927493,16.4568984074277,108.206061692607,16096
2020,6,10,1,52,0.2,9.3594650621366,75.4413871113211,16.7579433122678,79.6984404380736,16096
2020,6,10,1,53,0.3,0.94582154870635,201.221316711977,12.3606265626786,91.1682523041928,16096
2020,6,10,1,54,0.3,15.0480287621084,244.294285815209,18.0162661637042,88.4290563150108,16096
2020,6,10,1,55,0.2,2.89516634933857,191.318293926772,15.6692923787461,59.5120025732043,16096
2020,6,10,1,56,0.1,3.96219345249315,96.267242092872,11.4762748531612,68.4993159273031,16096
2020,6,10,1,57,0.2,4.87195627010015,222.306115057552,13.9233099509623,51.0238454325005,16096
2020,6,10,1,58,0.1,9.73279085527721,23.4261389465537,17.724017370423,51.2840051389668,16096
2020,6,10,1,59,0.2,2.85846851890144,246.359253824689,16.4524153290189,52.8171845962046,16096
2020,6,10,2,0,0.2,1.74976578881884,279.254531455925,10.0298754364931,46.8152385737703,16096
2020,6,10,2,1,0.1,5.5935520632038,76.3667980283499,19.9190463421289,38.5534243020957,16096
2020,6,10,2,2,0.1,0.0848601140064389,214.063648090698,13.4570017501018,40.0121642431181,16096
2020,6,10,2,3,0.5,10.0745643784481,275.836664862931,15.7624818066991,34.7650890104,16096
2020,6,10,2,4,0.1,6.58116921398869,193.486726774834,14.9842109770107,32.5580318698693,16096
2020,6,10,2,5,0.3,12.8016428986466,303.369152889121,11.51373616352,47.1018514185838,16096
2020,6,10,2,6,0.1,11.5896117605535,119.537400495261,18.4688040965513,48.6167468210239,16096
2020,6,10,2,7,0,5.36067440667959,146.03480649041,14.3202213426006,62.2341045360238,16096
2020,6,10,2,8,0.1,15.7394311471911,143.030762139475,17.5348762517256,65.6583810060125,16096
2020,6,10,2,9,0.1,1.47057263963414,198.558433787199,12.903467011053,90.5000718038298,16096
2020,6,10,2,10,0.1,6.14735418046044,147.662037409842,17.2732715217433,89.4969559200881,16096
2020,6,10,2,11,0.1,1.29065599287279,73.0673626339994,16.3981167970956,107.061309954146,16096
2020,6,10,2,12,0.2,24.0503630394798,2.74348183861002,14.3797167093172,98.8751592030993,16096
2020,6,10,2,13,0.2,0.857821186489013,325.817591397325,14.4338739218651,97.9770094353571,16096
2020,6,10,2,14,0.1,16.0604371399284,313.306012120796,17.3508124257532,90.9177550397727,16096
2020,6,10,2,15,0.1,3.51746884388278,323.198969121324,17.3510607982456,88.0891572974397,16096
2020,6,10,2,16,0.1,27.941427670512,95.4597437221091,13.049248783615,94.1150323449657,16096
2020,6,10,2,17,0.1,1.38945056527333,201.863519775914,13.4662946142448,70.303390073142,16096
2020,6,10,2,18,0.1,3.51885333196527,10.1472752057016,14.0959515906405,65.1316345182081,16096
2020,6,10,2,19,0.4,10.0296064260345,24.1236466532573,17.4450566825496,79.9044918959139,16096
2020,6,10,2,20,0.5,15.2515079563318,147.744458586443,15.1542747897593,66.8115493929056,16096
2020,6,10,2,21,0.1,10.9436007092304,227.83091110317,18.4009808484618,47.2135396362526,16096
2020,6,10,2,22,0.1,14.1664584151836,19.3194445723202,12.1883445913291,51.490126240805,16096
2020,6,10,2,23,0.1,0.466562671129069,88.8438287875615,23.0984629505159,37.1252299468129,16096
2020,6,10,2,24,0.1,0.662057461634711,290.016182291089,12.2597259592768,32.7765190143956,16096
2020,6,10,2,25,0.2,2.39344100546507,38.7837594109587,15.2173160978312,43.2159972191091,16096
2020,6,10,2,26,0,8.92906206452315,330.832011436578,10.3665736772735,31.3993797372173,16096
2020,6,10,2,27,0.2,10.2831434595907,54.2096897787415,9.95944240203775,29.1752477889334,16096
2020,6,10,2,28,0.4,3.97408663676923,231.084960527718,11.6347382319423,32.3831833833685,16096
2020,6,10,2,29,0.3,1.61417507906871,93.9477021940984,14.1897564672719,36.5763898005436,16096
2020,6,10,2,30,0.1,17.5405744822712,78.1080462099053,19.4619705268012,53.1910182864238,16096
2020,6,10,2,31,0.1,9.97771027757521,86.2294828651939,17.9584801870537,79.5232080095274,16096
2020,6,10,2,32,0.3,11.0756616812262,259.01895787986,11.7282325798238,75.6735433438038,16096
2020,6,10,2,33,0,18.9494186591461,332.801413754234,14.3354525071498,92.4104881396441,16096
2020,6,10,2,34,0.1,17.5029525919984,128.123193269363,13.0989529409608,84.6182278349544,16096
2020,6,10,2,35,0.1,7.58687638903824,158.885974769481,11.8162916716685,100.226374259213,16096
2020,6,10,2,36,0.1,16.9922532691955,278.113379789516,13.3157781922378,84.5567851575836,16096
2020,6,10,2,37,0.2,7.88445171284272,206.147216373123,15.8013586451967,103.437960723374,16096
2020,6,10,2,38,0.2,2.03887769725595,155.166393251857,16.2188101193363,109.270127619223,16096
2020,6,10,2,39,0.1,13.083462433859,146.908770936541,18.2730385496848,77.6547991615482,16096
2020,6,10,2,40,0.1,26.6861691534268,210.593353306875,18.079755066896,88.8213798723666,16096
2020,6,10,2,41,0.3,13.9555160611621,255.815402294276,14.0286906078896,87.4997790472113,16096
2020,6,10,2,42,0,7.14663837568714,204.91244782717,13.4058652034918,70.1002232318078,16096
2020,6,10,2,43,0,6.14078851272709,23.0852205890697,10.266505658858,67.5684476101844,16096
2020,6,10,2,44,0.2,17.436337648204,149.297930116532,14.9354870372709,63.7290312351072,16096
2020,6,10,2,45,0,7.02677654478206,0.632807557005435,18.0174178670247,64.4058569710964,16096
2020,6,10,2,46,0,3.05037640254121,224.987744026817,13.4139235318501,48.6747641435546,16096
2020,6,10,2,47,0.1,8.45412614505415,294.095382656204,12.8905278874957,52.1391759090244,16096
2020,6,10,2,48,0.1,9.47019513687328,73.909601185238,10.2501021761934,33.0241855772784,16096
2020,6,10,2,49,0.1,15.5839853878267,204.582897945307,10.282580831518,31.1486642723864,16096
2020,6,10,2,50,0,2.50052966200891,190.711379285203,15.9903916022313,32.9909461981815,16096
2020,6,10,2,51,0.3,1.12604600460141,140.236172186909,9.00568019595198,39.2038358212965,16096
2020,6,10,2,52,0,2.73212142446537,317.719981573755,9.77878154583499,31.8757901386261,16096
2020,6,10,2,53,0.1,1.04110833523032,182.769778007176,16.713925144792,52.7769604333647,16096
2020,6,10,2,54,0.4,10.7199166204946,283.09171625087,10.1333817770997,44.3881279413682,16096
2020,6,10,2,55,0.3,7.37607056963064,350.284462885698,14.4635484659756,71.6114106335825,16096
2020,6,10,2,56,0.1,4.13205941716607,113.75904353545,16.9344777283569,71.4393127633738,16096
2020,6,10,2,57,0.2,9.49843621616406,16.528775314102,14.5677342889748,81.7018032027398,16096
2020,6,10,2,58,0.1,26.2019763219764,0.169783217133954,12.2002508071175,84.8252106647459,16096
2020,6,10,2,59,0.1,0.69124904808102,107.686943350593,14.7399532848373,96.5610488038461,16096
2020,6,10,3,0,0,12.2248694577901,14.6297532464378,12.248588865401,102.956012737596,16096
2020,6,10,3,1,0.3,0.044364215109197,356.997898509726,15.8987821443159,103.481482724563,16096
2020,6,10,3,2,0.2,3.81891270143271,8.06204239046201,17.6162993272461,100.866116824061,16096
2020,6,10,3,3,0.1,10.2513784045747,274.057233418105,17.6973432834567,72.903502723846,16096
2020,6,10,3,4,0.2,4.07045619173532,126.786142796744,17.4928538102724,70.5186442740881,16096
2020,6,10,3,5,0.1,1.70995696777522,194.613756468985,14.032513004099,64.4367536179114,16096
2020,6,10,3,6,0,4.00945961176377,202.333020708989,18.5513401091227,68.9488136662762,16096
2020,6,10,3,7,0.1,3.68421462353237,195.773259736598,11.13680421589,75.7355049867255,16096
2020,6,10,3,8,0.2,8.28437238838792,268.596308096312,13.2769921290361,69.5321476306183,16096
2020,6,10,3,9,0.1,1.72442495332023,215.499259065138,15.1729347462267,44.3448955704601,16096
2020,6,10,3,10,0.2,2.07543825505884,323.926016442245,20.3203050276681,51.2343230529869,16096
2020,6,10,3,11,0.2,0.540743505878827,261.661102984566,15.7388592401308,40.933456617836,16096
2020,6,10,3,12,0,2.93194356264867,234.559532501036,16.6319419020441,48.187600220886,16096
2020,6,10,3,13,0.1,5.98914358593496,128.832341775531,17.5785862709074,30.7244741238688,16096
2020,6,10,3,14,0.4,3.26889023200882,231.08073048084,11.9035931257921,39.9463523075313,16096
2020,6,10,3,15,0,13.6924508996828,272.687973337248,12.1123685995771,36.4023817829336,16096
2020,6,10,3,16,0.2,0.49321347530311,241.035104030743,17.1396644604088,31.7149721588082,16096
2020,6,10,3,17,0.1,5.30942624901731,21.0771775408648,11.1969286538493,35.792691445442,16096
2020,6,10,3,18,0.1,14.9608489578528,41.3231270064134,18.7998049690759,64.8053359647331,16096
2020,6,10,3,19,0,7.08053161917537,248.985992905917,22.5658537100819,78.3416462436763,16096
2020,6,10,3,20,0.1,5.04192952701505,276.633149748668,16.7177283772433,64.0713221837502,16096
2020,6,10,3,21,0.4,8.34592835609426,3.30957732605748,14.9196760049291,105.385318558775,16096
2020,6,10,3,22,0.5,11.6127821444604,140.337745051831,13.3669715333494,104.299507443882,16096
2020,6,10,3,23,0,14.0402999661686,161.808528425405,18.2921119601602,82.0855129603254,16096
2020,6,10,3,24,0.2,1.86069865719545,284.691050860798,10.601636866501,118.808558153398,16096
2020,6,10,3,25,0.3,3.75230942379094,50.1151026985608,15.6821633842665,82.8261079441771,16096
2020,6,10,3,26,0.1,3.95139042506649,240.557576649124,16.3580067764777,101.057614226182,16096
2020,6,10,3,27,0.1,4.98538179590017,107.417027542368,12.8460825299065,98.9593778605027,16096
2020,6,10,3,28,0.1,4.04469354224929,128.055230248719,16.3617075639448,88.6660026105557,16096
2020,6,10,3,29,0.4,0.688649735879111,60.3905715532601,19.2047111716932,94.7783836315785,16096
2020,6,10,3,30,0.3,4.75162572206233,189.391387168085,11.4285556534095,85.7395610366156,16096
2020,6,10,3,31,0.2,18.0289921439506,330.486646627542,8.74470163213973,57.9736363112012,16096
2020,6,10,3,32,0.1,0.589014484293305,22.0358471565414,15.7017965500465,65.4674978683984,16096
2020,6,10,3,33,0.2,7.72022332104853,156.973272900563,14.6348529232968,51.641878204405,16096
2020,6,10,3,34,0.1,6.88304463984694,313.33667747397,14.0234994082204,52.751258855655,16096
2020,6,10,3,35,0,15.4466364886998,29.5370347471908,19.9216553894578,45.7905001835482,16096
2020,6,10,3,36,0.2,8.89114742490349,309.179630772211,17.7379262733421,47.0741104143879,16096
2020,6,10,3,37,0.3,5.27362713852487,98.2086967790965,13.4870336927606,35.235650652143,16096
2020,6,10,3,38,0.1,9.09628573808623,293.503935891902,10.1806194146294,37.011366456621,16096
2020,6,10,3,39,0.3,2.50119428266065,154.425925079733,16.8379834227068,36.6690497277788,16096
2020,6,10,3,40,0.2,3.42355331740187,252.726623017108,12.8967994056765,30.7733685348967,16096
2020,6,10,3,41,0,8.09285414120836,144.25989338127,18.5430613631736,39.9000162836808,16096
2020,6,10,3,42,0.3,16.0189038695044,128.194350118749,16.7280592002942,49.0382394358913,16096
2020,6,10,3,43,0.1,9.56400728741747,96.6508763425518,17.8359319556137,75.2836687596449,16096
2020,6,10,3,44,0.2,3.68322167088526,344.693849393632,15.5380729910962,83.3576034111741,16096
2020,6,10,3,45,0.4,28.5684796034805,104.073616110254,16.6206822190417,92.2447081416364,16096
2020,6,10,3,46,0.1,6.10998887006387,101.132685275748,11.2220209996185,85.265941164471,16096
2020,6,10,3,47,0.3,12.9669106872111,137.436439258978,17.4426825786341,112.901869304472,16096
2020,6,10,3,48,0.2,12.1486838705156,301.333418986294,14.5443778517063,107.557540147248,16096
2020,6,10,3,49,0.1,17.9586097874006,154.171672489727,21.6866937813095,85.7361368515158,16096
2020,6,10,3,50,0.1,12.9744512601577,302.848607200431,9.45765750961872,112.710199467657,16096
2020,6,10,3,51,0.1,7.1264512366532,247.694994334364,14.73319993241,91.2495148880815,16096
2020,6,10,3,52,0,6.92530113480895,311.083749006968,14.5508140998333,84.2471267797676,16096
2020,6,10,3,53,0,7.3032764082019,232.918064929079,17.1830860706123,71.6112594454724,16096
2020,6,10,3,54,0.1,3.39802720426951,172.617513791891,16.1823730146054,61.6072030986817,16096
2020,6,10,3,55,0.2,17.1344349898772,66.1098425977398,14.4395944516024,71.2063511705396,16096
2020,6,10,3,56,0.3,11.9696210473975,60.9045981033705,12.0396796177042,66.9829250590395,16096
2020,6,10,3,57,0.2,4.69450625649469,352.444238794502,12.305045422431,63.5697539774207,16096
2020,6,10,3,58,0.1,9.14640451198404,83.4271667057183,17.1087225271256,46.5788925526526,16096
2020,6,10,3,59,0.1,12.648865960395,163.277065174654,10.7905587938585,51.1146848171485,16096
2020,6,10,4,0,0.1,0.646482555901399,358.339354560245,12.992921669108,38.4463631336789,16096
2020,6,10,4,1,0.1,11.4547948104794,72.3670503594913,16.9055497372153,39.9308471817411,16096
2020,6,10,4,2,0.3,9.58240367292972,153.646573442733,17.9341542709688,31.1335130317304,16096
2020,6,10,4,3,0.1,8.27268943010458,74.0509188708384,9.9716546741331,40.8641989995333,16096
2020,6,10,4,4,0,4.70171065414182,264.51259758696,15.0452754631235,36.707602329645,16096
2020,6,10,4,5,0,1.41423379384275,302.381592204561,13.3019580160449,53.2236106922977,16096
2020,6,10,4,6,0.1,14.286725581857,74.3732117987238,12.6872336323699,45.472718146733,16096
2020,6,10,4,7,0.2,8.51116368796949,223.399192538345,9.98727776141698,78.1069666260617,16096
2020,6,10,4,8,0.1,3.28937278982827,135.77947330079,19.6429631180777,91.5469972351394,16096
2020,6,10,4,9,0,10.9942607849402,15.9563451628201,14.1721261620676,104.214198698275,16096
2020,6,10,4,10,0.4,1.98650444365939,109.875915417913,15.572170188027,115.010737831835,16096
2020,6,10,4,11,0.2,8.43885810530307,107.662278650794,12.673143028607,84.0160464867907,16096
2020,6,10,4,12,0.5,4.51836454834354,187.234057743801,13.7335606549048,94.2605540227762,16096
2020,6,10,4,13,0.1,1.50679575131484,284.045251918491,14.6068818128189,113.099191687052,16096
2020,6,10,4,14,0.1,13.2965349938889,164.06245507882,14.3635108652845,81.6351665489293,16096
2020,6,10,4,15,0.2,15.9462288903442,285.02841981384,20.2127654621403,99.3719618944967,16096
2020,6,10,4,16,0.1,7.02304818223889,132.595277115237,16.6441510678694,81.0587592542653,16096
2020,6,10,4,17,0,9.59794341112416,197.109014372341,19.8511914565079,85.6634243318517,16096
2020,6,10,4,18,0.5,14.5393353870281,270.384180744411,17.2040602523339,81.6694189512034,16096
2020,6,10,4,19,0.3,3.76639294662952,189.443001312902,18.1898683994373,67.6787442074731,16096
2020,6,10,4,20,0.1,23.1300230744588,169.957105687354,11.5887846708342,55.3859654786082,16096
2020,6,10,4,21,0.1,19.4240620479455,106.930332844146,17.7348003293512,58.8098301847892,16096
2020,6,10,4,22,0,4.4802567014032,142.635365973925,16.6692482068711,54.9539182656461,16096
2020,6,10,4,23,0.2,5.80254668562567,19.3157009971328,11.834756691396,42.0881537952703,16096
2020,6,10,4,24,0.2,7.9965504752135,52.7469412067439,17.4603755970104,46.5763162786066,16096
2020,6,10,4,25,0.1,8.56821507658384,304.357188677648,11.4247711722037,33.8908150747884,16096
2020,6,10,4,26,0.2,4.79226383520312,69.9222607177217,17.2691109764399,32.8022557051199,16096
2020,6,10,4,27,0.2,21.3569203590229,220.397334468085,12.9167524860286,30.5635562963255,16096
2020,6,10,4,28,0.2,7.14305706301725,352.930429551518,9.91239535612605,44.4132863137983,16096
2020,6,10,4,29,0.1,6.13022849821823,189.168259153841,17.0863945704619,39.472571924154,16096
2020,6,10,4,30,0.2,6.03879576634753,281.385322512127,12.0155193891887,45.6881911514108,16096
2020,6,10,4,31,0.4,5.70353186551449,248.876997502754,18.570368433334,58.5048812178002,16096
2020,6,10,4,32,0.3,6.76550897639727,99.6220520080533,17.9780515947156,73.127762094701,16096
2020,6,10,4,33,0.1,13.2594412056532,67.7006111266092,13.8259231302977,100.807136960935,16096
2020,6,10,4,34,0.3,7.70146393353028,329.301197116496,11.083245118366,96.3825138724249,16096
2020,6,10,4,35,0.1,10.1566374918158,229.338055148488,13.1851686303268,118.002195600414,16096
2020,6,10,4,36,0.2,9.44132699529354,53.4040757752955,19.2378548477559,112.723490022879,16096
2020,6,10,4,37,0.3,1.89230059421592,92.5737284366041,9.48152195195325,105.261176736274,16096
2020,6,10,4,38,0.2,5.30399280826861,321.779055551859,15.8503567414133,97.0233756305602,16096
2020,6,10,4,39,0.2,0.562040985528411,83.6564133970533,10.3472755069004,96.9417945352705,16096
2020,6,10,4,40,0.3,12.4483082577767,49.1716479447205,13.9638273072236,75.6221859392,16096
2020,6,10,4,41,0,13.7047158947442,314.672306479653,11.1458842481921,66.5049323484793,16096
2020,6,10,4,42,0.3,7.35353163156765,302.3575790592,15.6876707686051,81.7354606984969,16096
2020,6,10,4,43,0.6,7.97499258025422,72.7656997835729,17.3651774407875,78.3931340578976,16096
2020,6,10,4,44,0.1,14.6120015790151,83.5407959606964,16.6331422003668,60.5533532183094,16096
2020,6,10,4,45,0,10.6075185582949,66.6414459049702,11.4471519210469,44.9684012315543,16096
2020,6,10,4,46,0,25.7327555117817,179.602144845296,14.2382349469322,48.6103514359361,16096
2020,6,10,4,47,0.2,15.8598041814654,127.838444337482,11.3508979338677,51.2068971690912,16096
2020,6,10,4,48,0.1,6.74725710044827,178.373593023047,18.3091414900099,33.1908062991404,16096
2020,6,10,4,49,0,15.2034925523285,148.458683867706,12.6894895603992,37.5961421495349,16096
2020,6,10,4,50,0.2,8.72892709899977,353.690159745747,14.8727480133018,35.1815554300724,16096
2020,6,10,4,51,0.2,6.7924679856973,269.457916328684,14.320530045546,41.3144142614291,16096
2020,6,10,4,52,0.1,17.5043690646076,333.113583055791,14.9061198540694,40.5876682221577,16096
2020,6,10,4,53,0.2,5.37879697252076,121.086771119153,12.7630185566856,50.949505195143,16096
2020,6,10,4,54,0.1,10.2615302314343,317.354714639485,18.8956789551152,63.0172204312762,16096
2020,6,10,4,55,0.2,1.3517744048629,355.453841460636,13.5970366979186,55.206021254678,16096
2020,6,10,4,56,0.1,2.65558752325889,320.821288499981,19.5287752588436,71.3863532958435,16096
2020,6,10,4,57,0,12.8392096313774,145.167328834999,10.0732842261134,94.0242707146013,16096
2020,6,10,4,58,0.2,4.62434595480088,181.660504362546,15.2005482009511,90.1144062334826,16096
2020,6,10,4,59,0.3,12.0736745183547,30.5469110249542,16.2684331375188,95.3797880839507,16096
2020,6,10,5,0,0.2,1.68112857624656,143.429228008259,21.0128998459724,92.9512030389349,16096
2020,6,10,5,1,0,4.13959729076546,124.360645518871,13.1760832428034,78.7265163365815,16096
2020,6,10,5,2,0.2,11.4478583825328,2.7532291598618,11.463608663405,83.6796077851564,16096
2020,6,10,5,3,0.4,5.38800823846975,342.733762507327,12.0839691312524,84.3751066908611,16096
2020,6,10,5,4,0.4,3.09984147096009,170.482907276368,14.8924334347774,94.3620456106625,16096
2020,6,10,5,5,0,5.40644053757737,37.2512132683769,17.9918978579309,69.0668178999416,16096
2020,6,10,5,6,0.1,5.32729568942626,167.018154257676,9.07923709720065,79.9000338876293,16096
2020,6,10,5,7,0,1.14990662445063,304.398209525272,20.172708331097,61.0601780183473,16096
2020,6,10,5,8,0.3,0.454460980200469,174.773799642455,11.126793979538,50.4334193344205,16096
2020,6,10,5,9,0.1,21.3955991066748,320.369563677115,13.9046831290848,51.3998726422956,16096
2020,6,10,5,10,0.1,0.133190801280864,63.3762637178879,18.4192319521737,53.2907402528107,16096
2020,6,10,5,11,0.1,15.273202955799,323.853903450305,13.6990308956137,52.0086220186268,16096
2020,6,10,5,12,0.2,3.76654571933712,126.286599394865,11.5534434249382,41.898078915496,16096
2020,6,10,5,13,0,8.69442017811243,219.119444971206,14.7652440925496,30.8702654477534,16096
2020,6,10,5,14,0.5,11.7697119920054,298.829527965747,18.0034737824912,36.0978540149527,16096
2020,6,10,5,15,0,13.6905698037191,141.551615292206,10.0545663584152,40.0999483080178,16096
2020,6,10,5,16,0.2,1.73041213419012,54.2684051564429,13.9034410552232,39.6786878742005,16096
2020,6,10,5,17,0.1,21.0354608226164,306.379897092003,14.6918901671148,45.4392652676606,16096
2020,6,10,5,18,0.1,7.39973039707508,305.551869783085,17.966398133279,53.0022607810067,16096
2020,6,10,5,19,0.2,5.2842547151451,200.824111573864,13.0617629443395,69.5359283104144,16096
2020,6,10,5,20,0.3,4.23439751975475,280.478783186059,16.2276884422766,93.2736902519882,16096
2020,6,10,5,21,0.1,0.127523602994137,53.9858142531011,15.7879942491208,108.373717844302,16096
2020,6,10,5,22,0.3,13.5036783283679,146.20304060448,21.4951870150481,88.3052866073355,16096
2020,6,10,5,23,0,5.58415054154019,40.8916989192367,17.7175272667293,111.02555746212,16096
2020,6,10,5,24,0,6.82223727499042,344.60172444419,17.0338296937431,83.448341882535,16096
2020,6,10,5,25,0,8.76675573828613,53.2839843039401,15.4755257156171,87.6327904675842,16096
2020,6,10,5,26,0,3.94276966260197,190.433240350103,21.1681804019422,76.7941014655469,16096
2020,6,10,5,27,0.1,10.4120655474649,80.9522332050838,15.2444092034259,73.3201819649389,16096
2020,6,10,5,28,0.3,14.2715821636998,185.849574944004,10.9000609276587,79.0792670511294,16096
2020,6,10,5,29,0.1,16.7025186637227,266.095200161915,10.6786294792479,92.2529545488998,16096
2020,6,10,5,30,0.2,12.1894894920184,222.141237765318,11.7202259475688,68.674224401503,16096
2020,6,10,5,31,0.4,3.74472317081842,337.037237107055,9.51802652034987,75.3051652555275,16096
2020,6,10,5,32,0.2,12.2163134172074,210.553611578885,16.2822558802166,69.0178128446227,16096
2020,6,10,5,33,0.1,8.20313882670153,48.9025837962981,14.3074856109171,65.7285180134582,16096
2020,6,10,5,34,0.3,10.0476027736022,105.975453695515,15.7482036294415,43.5943406238348,16096
2020,6,10,5,35,0.1,14.293444769377,38.9409971751738,15.3178661520723,37.5349567927431,16096
2020,6,10,5,36,0,5.44195167290409,93.2225493544247,15.6409587153576,34.411773501765,16096
2020,6,10,5,37,0.1,8.80180586531986,306.109312761342,14.5631524136487,32.5804493509633,16096
2020,6,10,5,38,0.5,3.36429395712188,18.4533022064716,12.3195077407032,37.5575853777036,16096
2020,6,10,5,39,0,2.15960781593244,159.113725100644,17.9550038679064,31.4749585749065,16096
2020,6,10,5,40,0.2,21.3579054261809,172.433442600304,14.8685639963605,34.2273949999911,16096
2020,6,10,5,41,0.1,6.06162763543241,205.733510065125,21.6646166923765,49.8312888801585,16096
2020,6,10,5,42,0.1,7.64892558865684,238.745034703985,9.30223301473956,48.4594641269284,16096
